country,year,population,real_gdp,real_gdp_pc,le,hle,vsl,wtp_s,wtp_h,wtp,wtp_pc
Sweden,2001,8.9,370.1,41.456,80.07,69.4,7.295,0.125,0.017,0.142,15.895
Sweden,2002,9.0,378.2,42.231,80.23,69.54,7.432,0.211,0.01,0.221,24.701
Sweden,2003,9.0,387.0,43.034,80.44,69.7,7.573,0.166,0.008,0.174,19.398
Sweden,2004,9.0,403.7,44.691,80.6,69.81,7.865,0.26,0.012,0.272,30.101
Sweden,2005,9.1,415.3,45.722,80.91,70.05,8.046,0.157,-0.002,0.155,17.077
Sweden,2006,9.1,434.6,47.558,81.07,70.17,8.369,0.181,-0.005,0.177,19.324
Sweden,2007,9.2,449.6,48.857,81.25,70.3,8.598,0.23,-0.005,0.225,24.4
Sweden,2008,9.3,447.6,48.276,81.47,70.45,8.495,0.168,-0.003,0.165,17.851
Sweden,2009,9.3,428.1,45.809,81.61,70.55,8.061,0.182,0.008,0.191,20.385
Sweden,2010,9.4,453.6,48.126,81.8,70.69,8.469,0.117,-0.01,0.107,11.389
Sweden,2011,9.5,468.1,49.238,81.93,70.79,8.665,0.161,-0.031,0.131,13.764
Sweden,2012,9.6,465.4,48.519,82.04,70.85,8.538,0.178,-0.036,0.142,14.824
Sweden,2013,9.7,470.9,48.649,82.19,70.93,8.561,0.205,-0.026,0.179,18.495
Sweden,2014,9.8,483.4,49.472,82.39,71.06,8.706,0.116,-0.006,0.11,11.21
Sweden,2015,9.9,505.1,51.201,82.48,71.12,9.01,0.094,0.041,0.135,13.675
Sweden,2016,10.0,515.6,51.77,82.55,71.19,9.11,0.052,0.044,0.096,9.679
Sweden,2017,10.0,528.8,52.622,82.61,71.26,9.26,0.035,-0.004,0.031,3.058
Sweden,2018,10.1,539.1,53.185,82.66,71.29,9.359,0.117,-0.035,0.082,8.1
Sweden,2019,10.2,549.8,53.785,82.76,71.34,9.465,0.0,0.0,0.0,0.0
Turkey,1990,59.8,288.7,4.831,66.59,58.12,0.85,0.203,0.055,0.259,4.327
Turkey,1991,60.9,290.8,4.775,67.23,58.69,0.84,0.115,0.037,0.152,2.5
Turkey,1992,62.0,305.5,4.928,67.7,59.1,0.867,0.233,0.043,0.277,4.467
Turkey,1993,63.0,328.8,5.218,68.33,59.66,0.918,0.083,0.026,0.11,1.743
Turkey,1994,64.0,313.5,4.898,68.65,59.93,0.862,0.29,0.023,0.313,4.888
Turkey,1995,65.0,338.2,5.205,69.2,60.4,0.916,0.463,0.002,0.465,7.163
Turkey,1996,65.9,363.1,5.511,69.98,61.03,0.97,0.349,-0.008,0.34,5.167
Turkey,1997,66.8,390.7,5.848,70.6,61.55,1.029,0.482,-0.021,0.461,6.904
Turkey,1998,67.7,400.0,5.911,71.33,62.13,1.04,0.133,-0.118,0.015,0.215
Turkey,1999,68.5,387.0,5.649,71.62,62.26,0.994,1.59,0.043,1.633,23.834
Turkey,2000,69.3,413.8,5.974,73.56,63.81,1.051,0.165,-0.028,0.137,1.983
Turkey,2001,70.0,390.0,5.574,73.93,64.14,0.981,0.073,-0.054,0.018,0.26
Turkey,2002,70.7,415.2,5.874,74.21,64.39,1.034,0.36,-0.068,0.292,4.13
Turkey,2003,71.4,439.1,6.153,74.75,64.78,1.083,0.453,-0.065,0.388,5.437
Turkey,2004,72.0,482.1,6.699,75.39,65.26,1.179,0.465,-0.045,0.42,5.841
Turkey,2005,72.5,525.5,7.247,76.01,65.71,1.275,0.074,-0.05,0.024,0.331
Turkey,2006,73.0,562.0,7.696,76.24,65.92,1.354,0.005,-0.083,-0.078,-1.066
Turkey,2007,73.5,590.3,8.031,76.38,66.04,1.413,-0.169,-0.092,-0.261,-3.556
Turkey,2008,74.0,595.1,8.047,76.38,66.05,1.416,-0.497,-0.08,-0.577,-7.802
Turkey,2009,74.3,566.4,7.619,76.13,65.86,1.341,-0.108,-0.03,-0.138,-1.857
Turkey,2010,74.8,614.2,8.215,76.1,65.83,1.446,0.054,0.004,0.059,0.784
Turkey,2011,75.4,683.0,9.062,76.28,65.99,1.595,0.248,0.02,0.268,3.554
Turkey,2012,76.2,715.7,9.39,76.5,66.17,1.652,-0.011,0.023,0.013,0.165
Turkey,2013,77.3,776.4,10.04,76.52,66.2,1.767,0.008,0.032,0.04,0.517
Turkey,2014,78.4,814.7,10.386,76.57,66.24,1.828,0.401,0.024,0.425,5.415
Turkey,2015,79.3,864.3,10.894,76.85,66.46,1.917,0.231,0.052,0.283,3.571
Turkey,2016,80.1,893.0,11.149,77.01,66.6,1.962,0.414,0.083,0.497,6.204
Turkey,2017,80.7,960.0,11.901,77.36,66.9,2.094,0.608,0.096,0.704,8.729
Turkey,2018,81.0,988.6,12.201,77.69,67.17,2.147,0.463,0.153,0.616,7.607
Turkey,2019,81.4,997.4,12.26,77.99,67.44,2.157,0.0,0.0,0.0,0.0
United Kingdom,1990,57.5,1801.5,31.346,75.63,65.19,5.516,0.984,-0.017,0.968,16.84
United Kingdom,1991,57.6,1781.7,30.928,75.88,65.38,5.443,0.989,-0.023,0.965,16.758
United Kingdom,1992,57.8,1788.8,30.968,76.17,65.6,5.45,0.262,-0.05,0.212,3.668
United Kingdom,1993,57.9,1833.3,31.647,76.27,65.67,5.569,1.547,-0.021,1.526,26.341
United Kingdom,1994,58.1,1903.9,32.76,76.58,65.9,5.765,0.552,-0.012,0.54,9.287
United Kingdom,1995,58.3,1952.1,33.474,76.69,65.99,5.891,1.169,-0.167,1.003,17.194
United Kingdom,1996,58.5,1999.5,34.158,76.9,66.12,6.011,1.309,-0.281,1.028,17.559
United Kingdom,1997,58.8,2097.6,35.682,77.15,66.29,6.279,0.844,-0.365,0.479,8.155
United Kingdom,1998,59.0,2163.8,36.644,77.31,66.37,6.449,0.862,-0.313,0.548,9.287
United Kingdom,1999,59.3,2228.5,37.578,77.47,66.46,6.613,2.259,-0.103,2.156,36.352
United Kingdom,2000,59.6,2310.3,38.791,77.84,66.72,6.826,2.035,0.042,2.077,34.871
United Kingdom,2001,59.8,2358.2,39.417,78.16,66.96,6.937,0.871,0.101,0.971,16.237
United Kingdom,2002,60.1,2408.3,40.06,78.31,67.09,7.05,1.191,0.096,1.287,21.408
United Kingdom,2003,60.4,2481.2,41.055,78.5,67.23,7.225,2.591,0.179,2.769,45.824
United Kingdom,2004,60.8,2539.7,41.772,78.91,67.55,7.351,1.964,0.105,2.069,34.029
United Kingdom,2005,61.2,2605.5,42.574,79.19,67.76,7.492,1.625,0.095,1.72,28.101
United Kingdom,2006,61.6,2672.9,43.365,79.41,67.93,7.631,1.514,0.171,1.685,27.33
United Kingdom,2007,62.1,2733.5,44.014,79.63,68.11,7.746,1.299,0.159,1.458,23.476
United Kingdom,2008,62.6,2727.0,43.57,79.84,68.28,7.667,2.317,0.154,2.471,39.474
United Kingdom,2009,63.1,2611.2,41.396,80.18,68.55,7.285,1.564,0.021,1.585,25.128
United Kingdom,2010,63.6,2666.8,41.946,80.45,68.76,7.382,1.421,-0.088,1.333,20.963
United Kingdom,2011,64.1,2705.7,42.23,80.69,68.93,7.432,0.565,-0.169,0.396,6.182
United Kingdom,2012,64.5,2745.5,42.543,80.8,69.01,7.487,0.214,-0.2,0.014,0.216
United Kingdom,2013,65.0,2797.3,43.061,80.85,69.04,7.578,0.854,-0.133,0.721,11.104
United Kingdom,2014,65.4,2881.0,44.074,80.98,69.13,7.756,-0.291,-0.077,-0.368,-5.629
United Kingdom,2015,65.8,2956.6,44.957,80.94,69.1,7.911,0.285,0.084,0.368,5.602
United Kingdom,2016,66.1,3023.5,45.708,80.99,69.13,8.044,0.474,0.068,0.542,8.198
United Kingdom,2017,66.5,3088.0,46.42,81.06,69.18,8.169,-0.923,-0.39,-1.314,-19.748
United Kingdom,2018,66.9,3139.0,46.933,80.95,69.08,8.259,0.018,-0.81,-0.792,-11.839
United Kingdom,2019,67.2,3191.5,47.478,80.98,69.03,8.355,0.0,0.0,0.0,0.0
United States of America,1990,253.6,9804.8,38.662,75.46,63.69,6.804,2.948,4.422,7.37,29.061
United States of America,1991,256.4,9794.2,38.198,75.62,63.9,6.722,3.536,3.856,7.392,28.828
United States of America,1992,259.2,10139.2,39.118,75.8,64.12,6.884,-3.33,2.959,-0.372,-1.433
United States of America,1993,261.9,10418.2,39.775,75.7,64.11,7.0,0.979,2.025,3.004,11.468
United States of America,1994,264.6,10838.0,40.962,75.77,64.2,7.208,1.487,0.804,2.291,8.661
United States of America,1995,267.2,11128.9,41.648,75.88,64.31,7.329,8.322,-0.468,7.855,29.394
United States of America,1996,269.8,11548.7,42.801,76.22,64.55,7.532,9.197,-1.273,7.925,29.37
United States of America,1997,272.5,12054.8,44.241,76.56,64.78,7.785,4.288,-2.02,2.268,8.324
United States of America,1998,275.2,12595.0,45.771,76.71,64.86,8.055,-0.123,-2.128,-2.251,-8.179
United States of America,1999,277.9,13193.6,47.475,76.73,64.84,8.355,3.568,-1.588,1.981,7.127
United States of America,2000,280.7,13738.2,48.946,76.84,64.89,8.613,2.008,-1.164,0.844,3.008
United States of America,2001,283.4,13875.4,48.953,76.88,64.89,8.615,3.918,-0.682,3.236,11.416
United States of America,2002,286.2,14117.0,49.325,76.99,64.96,8.68,6.426,-0.682,5.744,20.07
United States of America,2003,289.0,14521.0,50.244,77.16,65.06,8.842,12.065,-0.581,11.484,39.736
United States of America,2004,291.9,15072.6,51.643,77.48,65.27,9.088,3.074,-1.383,1.691,5.793
United States of America,2005,294.8,15602.1,52.932,77.53,65.27,9.315,9.026,-2.456,6.57,22.29
United States of America,2006,297.7,16047.6,53.903,77.77,65.4,9.486,9.979,-3.652,6.327,21.253
United States of America,2007,300.7,16348.6,54.37,78.02,65.52,9.568,6.153,-4.157,1.996,6.637
United States of America,2008,303.6,16326.3,53.776,78.21,65.59,9.463,8.079,-3.619,4.459,14.689
United States of America,2009,306.4,15912.1,51.94,78.45,65.71,9.14,9.135,-2.035,7.1,23.177
United States of America,2010,309.0,16320.1,52.822,78.71,65.86,9.295,1.432,-1.449,-0.017,-0.054
United States of America,2011,311.5,16573.2,53.213,78.75,65.87,9.364,3.743,-1.501,2.242,7.199
United States of America,2012,313.9,16946.0,53.994,78.86,65.91,9.502,1.886,-1.722,0.164,0.522
United States of America,2013,316.2,17258.2,54.583,78.91,65.91,9.605,0.124,-1.962,-1.838,-5.814
United States of America,2014,318.5,17694.1,55.562,78.91,65.88,9.778,-2.341,-2.199,-4.54,-14.256
United States of America,2015,320.6,18238.3,56.88,78.82,65.78,10.01,-3.833,-4.934,-8.767,-27.341
United States of America,2016,322.7,18550.4,57.49,78.7,65.61,10.117,5.083,-6.064,-0.981,-3.041
United States of America,2017,324.6,18983.2,58.49,78.82,65.61,10.293,-3.194,-8.838,-12.033,-37.074
United States of America,2018,326.3,19552.0,59.917,78.8,65.49,10.544,-2.312,-13.199,-15.511,-47.533
United States of America,2019,328.0,19974.5,60.902,78.78,65.31,10.717,0.0,0.0,0.0,0.0
Uruguay,1990,3.1,24.0,7.631,72.53,63.65,1.343,0.015,0.002,0.017,5.433
Uruguay,1991,3.2,24.8,7.852,72.79,63.86,1.382,0.002,0.001,0.003,0.922
Uruguay,1992,3.2,26.8,8.423,72.88,63.95,1.482,-0.006,0.001,-0.005,-1.681
Uruguay,1993,3.2,27.5,8.597,72.72,63.83,1.513,0.019,0.001,0.02,6.254
Uruguay,1994,3.2,29.5,9.17,73.02,64.07,1.614,0.004,0.001,0.005,1.409
Uruguay,1995,3.2,29.1,8.988,73.08,64.13,1.582,0.015,-0.0,0.015,4.642
Uruguay,1996,3.3,30.7,9.44,73.37,64.37,1.661,0.013,-0.0,0.012,3.784
Uruguay,1997,3.3,33.3,10.199,73.61,64.55,1.795,-0.008,-0.001,-0.009,-2.648
Uruguay,1998,3.3,34.8,10.618,73.65,64.6,1.868,0.011,-0.001,0.01,3.194
Uruguay,1999,3.3,34.1,10.378,73.91,64.81,1.826,0.033,-0.0,0.033,9.941
Uruguay,2000,3.3,33.5,10.15,74.33,65.14,1.786,0.021,0.0,0.021,6.48
Uruguay,2001,3.3,32.2,9.736,74.57,65.33,1.713,0.0,-0.0,0.0,0.003
Uruguay,2002,3.3,29.7,8.964,74.55,65.32,1.577,0.001,-0.0,0.001,0.416
Uruguay,2003,3.3,29.9,9.019,74.49,65.27,1.587,0.012,0.0,0.012,3.759
Uruguay,2004,3.3,31.4,9.455,74.79,65.52,1.664,0.019,0.0,0.019,5.728
Uruguay,2005,3.3,33.8,10.144,75.14,65.81,1.785,0.029,0.0,0.029,8.628
Uruguay,2006,3.3,35.2,10.541,75.56,66.13,1.855,-0.021,-0.002,-0.023,-6.759
Uruguay,2007,3.3,37.5,11.211,75.33,65.95,1.973,0.048,-0.001,0.047,14.14
Uruguay,2008,3.3,40.2,11.993,75.85,66.34,2.11,0.029,-0.002,0.027,7.989
Uruguay,2009,3.4,41.9,12.473,76.19,66.59,2.195,0.006,-0.003,0.003,0.972
Uruguay,2010,3.4,45.1,13.414,76.2,66.58,2.361,-0.013,-0.003,-0.016,-4.828
Uruguay,2011,3.4,47.5,14.073,76.11,66.5,2.477,0.011,-0.004,0.007,1.958
Uruguay,2012,3.4,49.1,14.539,76.26,66.6,2.559,0.027,-0.005,0.023,6.682
Uruguay,2013,3.4,51.4,15.177,76.51,66.78,2.671,0.029,-0.005,0.025,7.342
Uruguay,2014,3.4,53.1,15.629,76.84,67.02,2.75,0.003,-0.004,-0.001,-0.291
Uruguay,2015,3.4,53.3,15.647,76.91,67.06,2.753,0.019,-0.003,0.016,4.753
Uruguay,2016,3.4,54.2,15.872,77.06,67.16,2.793,0.004,-0.004,-0.0,-0.094
Uruguay,2017,3.4,55.1,16.092,77.12,67.2,2.832,0.011,-0.008,0.003,0.778
Uruguay,2018,3.4,55.3,16.133,77.23,67.25,2.839,0.006,-0.013,-0.006,-1.859
Uruguay,2019,3.4,55.5,16.156,77.32,67.27,2.843,0.0,0.0,0.0,0.0
Global,1990,5349.8,35843.0,6.7,63.59,55.37,1.179,5.825,3.844,9.669,1.807
Global,1991,5432.7,36361.3,6.693,63.74,55.51,1.178,8.194,4.117,12.311,2.266
Global,1992,5514.5,37108.7,6.729,63.97,55.72,1.184,-3.468,3.45,-0.018,-0.003
Global,1993,5595.0,37779.5,6.752,64.08,55.84,1.188,-11.981,2.776,-9.205,-1.645
Global,1994,5675.2,39025.1,6.876,64.03,55.81,1.21,30.768,2.528,33.296,5.867
Global,1995,5755.3,40230.7,6.99,64.45,56.17,1.23,23.369,0.847,24.216,4.208
Global,1996,5836.0,41684.6,7.143,64.75,56.41,1.257,15.942,1.319,17.261,2.958
Global,1997,5916.7,43297.3,7.318,65.0,56.62,1.288,16.168,1.266,17.434,2.947
Global,1998,5996.6,44506.6,7.422,65.23,56.81,1.306,7.274,1.09,8.365,1.395
Global,1999,6075.9,46066.5,7.582,65.41,56.96,1.334,14.467,1.685,16.152,2.658
Global,2000,6155.4,48140.0,7.821,65.67,57.19,1.376,22.754,1.952,24.706,4.014
Global,2001,6235.5,49102.7,7.875,65.99,57.45,1.386,15.995,2.493,18.488,2.965
Global,2002,6316.5,50250.6,7.955,66.26,57.69,1.4,26.376,2.046,28.421,4.5
Global,2003,6397.9,51838.6,8.103,66.6,57.97,1.426,33.198,2.853,36.052,5.635
Global,2004,6479.7,54161.2,8.359,66.93,58.25,1.471,33.634,2.706,36.34,5.608
Global,2005,6561.9,56354.0,8.588,67.32,58.57,1.511,58.165,4.57,62.735,9.56
Global,2006,6646.0,58887.4,8.861,67.85,59.01,1.559,48.298,7.309,55.607,8.367
Global,2007,6732.9,61501.4,9.134,68.32,59.41,1.607,23.637,7.603,31.24,4.64
Global,2008,6819.3,62731.6,9.199,68.6,59.67,1.619,66.223,7.283,73.505,10.779
Global,2009,6903.5,61911.1,8.968,69.14,60.13,1.578,27.11,3.068,30.178,4.371
Global,2010,6987.3,64694.1,9.259,69.42,60.37,1.629,54.758,0.678,55.436,7.934
Global,2011,7071.9,66854.6,9.454,69.92,60.77,1.664,48.138,0.298,48.436,6.849
Global,2012,7157.2,68641.3,9.591,70.35,61.12,1.688,44.767,-0.173,44.593,6.231
Global,2013,7242.4,70593.7,9.747,70.73,61.43,1.715,41.587,-0.829,40.759,5.628
Global,2014,7326.2,72795.0,9.936,71.1,61.73,1.749,25.48,-1.391,24.089,3.288
Global,2015,7409.9,75100.8,10.135,71.41,61.97,1.784,33.152,-4.489,28.663,3.868
Global,2016,7494.6,77222.1,10.304,71.8,62.28,1.813,38.484,-5.694,32.79,4.375
Global,2017,7578.0,79843.5,10.536,72.15,62.54,1.854,26.554,-4.944,21.61,2.852
Global,2018,7658.6,82448.6,10.766,72.4,62.73,1.894,23.967,-5.483,18.484,2.414
Global,2019,7737.5,84594.0,10.933,72.64,62.92,1.924,0.0,0.0,0.0,0.0
